SYMBOL,NAME OF COMPANY
Gini Silk Mills Ltd.,GINISILK
SG Global Exports Ltd,SGLOBEX
Prajay Engineers Syndicate Ltd.,PRAENG
Meca Quilts Ltd.,MECAQUI
Grandleas Florex Ltd.,GRANFLO
Encore Software Ltd.,ENCORE
Sonell Clocks & Gifts Ltd.,SONCLOC
BIOGEN PHARMACHEM INDUSTRIES LIMITED,BIOGEN
Fluid-Air (India) ltd.,FLUIDARDM
Fintech Communication Ltd.,FINCOM
Domino Leathers Ltd.,DOMILEADM
Liverpool Finance Ltd.,LIVERPO
R.K.Suitings Ltd.,RKSUITG
G.k.Consultants Ltd.,GKCONS
Exel Softwares Ltd.,EXELSOF
Fusion Fittings (i) Ltd.,FUFITIN
APOLLO PIPES LIMITED,APOLLOPIPE
Unjha Formulations Ltd.,UNJHAFOR
Mazda Fabric Processors Ltd.,MZFABRI
Supreme Telecom & Network India Ltd,SUPRTELE
JMD Alloys Ltd.,JMDALOY
Hindustan Compressors Ltd.,HNCOMPR
Poly Medicure Ltd,POLYMED
PFL Infotech Ltd.,PFLINFOTC
Shell Mercantile Corp.Ltd,SHELMER
SHRADDHA PRIME PROJECTS LTD,SHRADDHA
Shalibhadra Infosec Ltd.,SHALIINF
Tripex Overseas Ltd.,TRIPEXO
Cistro Telelink Ltd.,CISTRO
Intellvisions Software Ltd,INTELVIS
Kachchh Minerals Ltd.,KACHCHH
Padmanabh Alloys & Polymers Ltd.,PADALPO
Kaiser Corporation Limited,KACL
Sapan Chemicals Limited,SAPANCHEM
Oasis Media Matrix Ltd.,OASISME
Azure Exim Services Limited,AZUREEXIM
KCL Infra Projects Limited,KCLINFRA
American Paints (India) Ltd.,AMERPNT
Aesculapius Remedies Ltd.,AESCURE
Rhutu Udyog  (India) Ltd.,RHUTUDY
Universal Media Network Ltd.,UNIMEDIA
Novagold Petro-Resources Ltd,NOVAGOLD
Maa Leafin And Capital Ltd.,MAALFNC
Infraquest International Limited,INFRAQUEST
Seshachal Technologies Ltd,SESHACHAL
Atul Auto Limited,ATULAUTO
Srinivasa Ferro Alloys Ltd.,SRINFEA
Scan Projects Ltd,SCANPRO
Sharpscan & Prints Ltd.,SHARPRIN
Sheetal Bio-Agro Tech Limited,SHEETALB
Manna Glass-Tech Industries Ltd.,MANNA
Prerna Infrabuild Limited,PRERINFRA
Vir Developers Ltd.,VIRDEVE
Punjab Lease Financing Ltd.,PUNLSFN
ING Vysya Bank Ltd.,INGVYSYABK
Metal Coatings (India) Ltd.,METALCO
SGN Telecoms Ltd.,SGNTE
Ganga Papers India Ltd,GANGAPA
Tirupati Sarjan Ltd.,TIRSARJ
Panoramic Universal Limited,PANORAMUNI
Hydroflex Equipments Ltd.,HYDEQUI
Nuway Organic Naturals (India) Ltd.,NUWAY
Finalysis Credit & Guaraantee Co.Lt,FINCR
Munoth Financial Services Ltd.,MUNOTHFI
Rodium Realty Limited,RODIUM
Arvind Remedies ltd.,ARVINDREM
RCC Cements Ltd,RCCEMEN
Dee Kartavya Finance Ltd.,DKARTAV
Himgiri Fincap Ltd.,HIMFINC
Mandu Industries Ltd.,MANDUIN
Sanvan Software Ltd,SANVAN
Todays Writing Instruments Ltd,TODAYS
Unisys Softwares And Holdings Indus,UNISH
Nagarjuna Agritech Ltd.,NAGTECH
Kripal Springs (India) Ltd.,KRIPSPG
Natura Hue Chem Ltd.,NATHUEC
Eicher Limited,EICHERLTD
Niryat-Sam Apparels (India) Ltd.,NIRSA
Globe Stocks & Securities Ltd.,GLOSS
SMS Techsoft (India) Limited,SMSTECH
J.J.Spectrum Silk Ltd.,JJSPECT
IEC Education Limited,IECEDU
Indus Finance Limited,INDUSFINL
Lahoti Overseas Ltd.,LAHOTIOV
MYM Technologies Ltd.,MYMTECH
ZENITH STEEL PIPES AND  INDUSTRIES LIMITED,ZENITHSTL
Trinity League India Limited,TRINITYLEA
Asian Star Co. Ltd.,ASTAR
Regent Agro Products Ltd.,REGEAGP
Kamal Overseas Ltd,KAMAOVR
Rohit Tissue Ltd.,ROHITIS
Consortex Karl Doelitzch (India) Lt,APOWERTOOL
Shiva Sutex Ltd.,SHIVTEX
Funworld And Tourism Devlopment Ltd,FUNWTRD
Prabhav Industries Limited,PRABHAVIN
Arhant Suedes Ltd.,ARHSUED
ORIENTAL RAIL INFRASTRUCTURE LIMITED,ORIRAIL
Global e-Solutions Ltd,GLOES
Joindre Capital Services Ltd.,JOINDRE
Bharat Agri Fert and Realty Ltd,BHARATAGRI
Sigrun Holdings Limited,SIGRUN
Pal Distilleries Ltd.,PALDISTDM
Volant Textile Mills Ltd.,VOLTM
Aagam Capital Limited,AAGAMCAP
Unitech International Ltd,UNITINT
VIF Airways Ltd.,VIFAIRW
Sacheta Metals Ltd.,SACHEMT
Popular Estate Management Ltd,POPULARES
Global Syntex (Bhilwara) Ltd.,GLOBSYN
PNB Equity Growth Fund - 1993,PEQGRTRDM
Venus Power Ventures (India) Ltd,VENUSPOWR
Ghanshyam Steel Works ltd.,GHANS
Dwarkesh Finance Ltd.,DWARKFN
Anjani Finance Ltd,ANJANIFIN
Pioneer Distilleries Ltd.,PIONDIST
Lyons Industrial Enterprises Ltd,LYOIE
Gujarat Metallic Coal & Coke Ltd,GMETCOAL
Kwality Limited,KWALITY
Dividend I-NIT '95   [open ended],IDBIMUT
Growing I-NIT '95 [open ended],IDBIGRO
SVA India Ltd,SVAINDIA
Scope Industries (India) Limited,SCOPEIND
Rahul Merchandising ltd.,RAHME
Rexnord Electronics & Controls Ltd.,REXNORD
INTEGRATED INDUSTRIES LIMITED,IIL
Snowcem India ltd.,SNOWCEMIND
Condequip Engineers (India) ltd.,CONEQUE
Khandwala Securities Ltd.,KHANDSE
Sawaca Business Machines Ltd.,SAWABUSI
Vatsa Music Ltd,VATSAMUS
Global Knitfab Ltd.,GLOKNIT
Dhan 88(1) Units,LICDHNMDM
Accentia Technologies Ltd.,ACCENTECH
Sanguine Media Ltd.,SANGUI
Trywell International Ltd.,TRYWLIN
CCL International Ltd,CCLINTER
Sterling Webnet Limited,STERWEB
Gallops Enterprise  Limited,GALLOPENT
National Flask Industries Ltd.,NATFLASK
Globus Corporation Ltd.,GLOBUSCOR
Accurate Exports Ltd.,ACCUEXPO
Bilati (Orissa) Ltd.,BILATOR
Divine Entertainment Limited,DIVINEENT
Shree Rubber Industries Ltd.,SHRUBER
CROISSANCE LIMITED,CROISSANCE
Madhuveer Com 18 Network Limited,MADHUVEER
Galaxy Agrico Exports Ltd.,GALAGEX
Gopal Iron & Steels Co.(Gujarat) Lt,GOPAIST
Regency Spin-tex Ltd.,REGSPIN
GSPL (India) Ltd.,GSPLIND
Kumar's Mettalurgical Corporation L,KUMETAL
Twinstar Industries Limited,TWINSTAR
Hindustan Appliances Ltd,HINDAPL
Mudit Finlease Ltd.,MUDITFN
Suryoday Allo-Metal Powders Ltd.,SURYODAL
Agarwal Industrial Corporation Limited,AGARIND
Volplast Ltd.,VOLPLAST
Dhampure Speciality Sugars Ltd.,DHAMPURE
Alps Infosys Ltd,ALPSINFO
Shantanu Sheorey Aquakult ltd.,SHAQUAK
Partap Industries Ltd.,PRTINDL
Nexcen Softech Ltd.,NEXCEN
Golden Carpets Limited.,GOLCA
Innocorp Limited,INNOCORP
Sarthak Industries Ltd.,SARTHAKIND
Sai Capital Ltd.,SAICAPI
C.G.Impex Ltd.,CGIMPEX
Washington Softwares Ltd.,WASHISOF
Supreme Tex Mart Ltd.,SUPREMETEX
Asean Industrial Structures Limited,ASINSTR
Blue Chip India Ltd,BLUECHIP
Beckons Industries Ltd.,BECKONIN
Mohindra Fasteners Ltd.,MOHFAST
Genus Commu-Trade Ltd.,GENIUSCO
Vintage Foods & Industries Ltd.,VINTAFD
Indus-e-Solutions Ltd.,INESODM
Millennium Cybertech Ltd,MILLENCY
CSJ Technologies Ltd,CSJTEC
LEXORAA INDUSTRIES LIMITED,LEXORAA
Sunitee Chemicals Ltd.,SUNITEE
Chadha Papers Ltd.,CHADPAP
KGN Agro Internationals Ltd.,KGNAGRO
South Asian Mushrooms Ltd.,SOASMUS
Neha Exports Ltd.,NEHAEXP
Vertex Securities Ltd.,VERTEX
Prominent Securities Ltd.,PROTSEC
Riba Textiles Ltd.,RIBATEX
GCCL Construction And Realities Ltd,GCCL
Nirman Cements Ltd.,NIRMANC
Proline Software & Finance Ltd,PROLINSO
Ind Tax Shield Plan A,INBKITA
Ind Tax Shield Plan B,INBKITB
Eider Telecom Ltd.,EIDERTELE
Newtime Infrastructure Limited,NEWINFRA
Kashyap Tele-Medicines Limited,KASHYAP
Heruk Agro Foods Ltd.,HERUKAG
Shree Metalloys Limited,SHREMETAL
Universal Credit & Securities Ltd.,UNICRSE
Enjayes Natural Flavours Ltd.,ENJNATF
Poonam Rasayan Ltd.,PONAMRS
Bank of Madura Ltd,BNKMADM
Kesar Greenfeild International Ltd.,KESGRIN
IITL PROJECTS LIMITED,IITLPROJ
Narain Jewels International Ltd.,NARJEWL
Vrundavan Securities Ltd.,VRUNDSE
Hari Govind International Ltd.,HARIGOV
Trident Tools Limited,TRIDETOOL
Morinda Overseas Industries Ltd.,MORINOV
Indo Korea Exports Ltd.,INDOKOR
ITL Finlease & Securities Ltd.,ITLFNLS
Kedia Infotech Ltd.,KEDIN
Chartered Logistics Ltd,CHLOGIST
Ambika Cotton Mills Ltd.,AMBIKCO
HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI
Senthil Infotek Limited,SENINFO
Vishal Papertech (India) Ltd.,VISHPAP
Spectrum Foods Limited,SPECFOOD
Numero Uno Projects Ltd.,NUMUP
Gujarat Fiscon Ltd.,GUJFISC
Gaylord Industries Ltd.,GAYLORD
Al-Amanat Finance & Capital Service,ALAMFIN
CLC Global Ltd.,CLCGLOBL
Janice Textiles Ltd.,JANTE
Amraworld Agrico Ltd.,AMRAAGRI
Golden Tourist Resorts And Develope,GLDTORE
Scruples Clothing Ltd.,SCRUCLT
Auto Pins (India) Ltd.,AUTOPINS
Shivam Apperals Exports Ltd,SHIAE
Odyssey Corporation Ltd.,ODYCORP
VUENOW INFRATECH LIMITED,VUENOW
IFSL LTD,IFSLLTD
Anan Drugs & Chem Ltd.,ANANDRU
Brother Floratech (India) Ltd.,BROTFLR
Inducto Steels ltd.,INDCTST
Dina Iron & Steel Ltd.,DINIRST
Sam Industries Ltd.,SAMINDUS
KCS Financial Services Ltd.,KCSFINA
Shree Vatsaa Finance & Leasing Ltd.,SHVFL
Jvg Departmental Stores Ltd.,JVGDEST
Gowri Polymers Ltd,GOWRIPL
NetVision Web Technologies Ltd.,NETVIS
VASHU BHAGNANI INDUSTRIES LIMITED,POOJAENT
Shivgarh Resorts Ltd.,SHIVGAR
Naval Technoplast Industries Ltd.,NAVALTC
Gravity (India) Ltd.,GRAVITY
ESPIRE HOSPITALITY LIMITED,ESPIRE
Fairdeal Trade Link Ltd.,FAIRDTR
LCC Infotech Ltd.,LCCINFOTEC
Vinsari Fruitech Ltd.,VINSFRJ
Senbo Industries Ltd.,SENBO
Filatex Fashions Ltd,FILATFASH
Sankardev Coke Products Ltd.,SANCOKE
AARCON FACILITIES LIMITED,AARCON
Sowbhagya Media Limited,SOWBHAGYA
Western India Cottons Ltd.,THEWEST
Bonanza Biotech Ltd.,BONANZAB
Surya Fun City Ltd.,SURFUNC
Sindhu Trade Links Limited,SINDHUTRAD
Sarang Chemicals Ltd.,SARCHEM
Basil Chemicals &Additives Ltd.,BASILCH
Jain Studios Ltd.,JAINSTUDIO
Safal Herbs Limited,SAFALHBS
Unistar Multimedia Ltd,UNISTRMU
Top Media Entertainment Ltd.,TOPMEDIA
Giriraj Print Plast Ltd.,GIRIRAJ
Emmsons International Limited,EMMSONS
Zenotech Laboratories Limited,ZENOTECH
Rasdhara Agro Exports Ltd.,RASAGEX
Hindustan Bio Sciences Ltd.,HINDBIO
Frontline Corporation Limited,FRONTCORP
Skip Plastics Ltd.,SKIPLAS
Pasupati Technofab ltd.,PASUFAB
Nexxoft Infotel Ltd.,NEXXOFT
A.P.T.Yarns Ltd.,APTYARNS
Asian Films Production & Distribution Ltd,ASIANFILMS
Malvica Engineering Ltd.,MALVICAE
Priyadarshini Fabs Ltd.,PRIYFAB
Swelect Energy Systems Limited,SWELECTES
Uma Fabrics Ltd.,UMAFABR
Wallfort Financial Services Ltd.,WALLFORT
KDDL Ltd,KDDL
Rashel Agrotech Ltd.,RASHELAG
Adinath Exim Resources Ltd.,ADIEXRE
Abhinav Capital Services Limited,ABHICAP
Gujarat Arth Ltd.,GUJARTH
Elque Polyesters Ltd.,ELQPO
Greenview Power Projects Ltd.,GRPWRPR
Galvani Batteries Ltd.,GALBATR
Taurus-'Libra Leap Scheme   [open ended sch.],HBLIBRL
3B BlackBio Dx Limited,3BBLACKBIO
Aramusk Infrastructure Investments Ltd,ARAMUSK
Pasupati Fabrics Ltd.,PASUPATIF
Sumuka Agro Industries Limited,SUMUKA
Interworld Digital Ltd.,INTERDIGI
Marvel Industries Ltd.,MARIN
Woolways (India) Ltd.,WOOLWAY
Boinanza Eqt. Lkd. Svg. on Tax Sch.93-Plan A,BEQSTPADM
Boinanza Eqt. Lkd. Svg. on Tax Sch.93-Plan B,BOIEQSTDM
MONIND LIMITED,MONIND
Munis Forge ltd.,MUNISFG
GTCL Mobile-Com Technology Ltd.,GTCLM
KSS Limited,KSERASERA
Zodiac Cements Ltd.,ZODICEM
Shri Kalyan Holdings Ltd.,SHKALYN
Fast Track Entertainment Ltd.,FASTRAENT
Ocean Infrastructure Ltd,OCENINFR
Estel Agrotech Ltd.,ESTLAGR
Viraj Forgings Ltd,VIRAJFG
Moh Ltd,MOH
Vandana Knitwear Limited,VANDANA
Orbit Multimedia Ltd.,ORBIT
EPUJA SPIRITECH LIMITED,EPUJA
Venkat Pharma Ltd.,VENKPHR
Gujarat Fun'n Water Park Ltd.,GFUNPRK
Kothari Petrochemicals Ltd.,KOTHARIP
Mukand Engineers Ltd.,MUKANDENGG
Database Finance Ltd.,DATABASE
Indo-City Infotech Ltd.,INDOCITY
SBEC Sugar Ltd.,SBECSUG
Auromed Ltd.,AUROMED
CMS Infotech Ltd,CMSINFO
Mega Fin (India) Ltd.,MEGFI
Rei Agro Ltd.,REIAGROLTD
Medicorp Technologies India Ltd.,MEDTEDM
Panchwati Holiday Resorts Ltd.,PANHLRS
Mansukh Industries Ltd.,MANSUINDM
Archit Holding & Credits Ltd.,ARCHOLC
Brijlaxmi Leasing & Finance ltd.,BRIJLEAS
Alchemist Realty Ltd,AREALTY
Stotz-Blacksmiths Ltd.,STOTZBL
XO Infotech Ltd.,XOINFO
Platinum Corporation Ltd,PLATINUM
Sai Infoservices Ltd,SAINFO
Dena Bank,DENABANK
Siddhartha Pharmachem Ltd.,SIDPHAR
BSEL ALGO LIMITED,BSELALGO
Reliable Ventures India Ltd,RELIABVEN
Gemini Agritech Ltd.,GEMINAGDM
Mobile Telecommunications Ltd,MOBILTEL
Hexaware Technologies Ltd.,HEXAWARE
Triumph International Finance India,TRIUMPIN
IFGL Refractories Ltd,IFGLREFRAC
Bank Of Baroda,BANKBARODA
Classic Mushrooms Ltd.,CLMUSRM
SMC Credits ltd.,SMCREDT
G-Tech Info-Training Ltd.,GTEIT
Mohite Industries Limited,MOHITE
Andhra Cement Ltd.,ACL
SKM Egg Products Exports (India) Lt,SKMEGGPROD
Welspun Corp Limited,WELCORP
H.S.India Ltd.,HOTLSILV
Canpep 94 Units,CANPENF
Cilson organics limited,CILSNOR
Kolar Biotech Ltd.,KOLARBIO
Bank of India,BANKINDIA
Indraprastha Medical Corporation Lt,INDRAMEDCO
Rain Calcining Ltd.,RAINCALCIN
JOHNSON PHARMACARE LIMITED,JOHNPHARMA
Gail (India) Ltd.,GAIL
Vaibhav Global Ltd,VAIBHAVGBL
Dowells Elektro Werke ltd.,DOWELWE
SBI Magnum Tax Profit Scheme 1994,SBIMTXP
TRESCON LIMITED,TRESCON
Gujarat State Financial corporation,GUJSTATFIN
Baffin Engineering Projects Ltd.,BAFEG
JK Paper Ltd.,JKPAPER
Saregama India Ltd.,SAREGAMA
Minolta Finance Ltd.,MINOLTAF
Ransi Softwares India Ltd,RANSISOF
Alka Securities Ltd.,ALKASEC
Omkar Pharmachem Ltd.,OMKARPH
Madras Fertilizers Ltd.,MADRASFERT
"Sujan Trading & Finance Co. Ltd.,",SUJTRFI
Datt Mediproducts Ltd.,DATT
Adroit Infotech Limited,ADROITINFO
Cybertech Systems and Software Ltd.,CYBERTECH
ICICI Bank Ltd.,ICICIBANK
Cyient Limited,CYIENT
Panasonic AVC Networks Ltd.,PAVCI
Zigma Software Ltd,ZIGMASOF
Engineers India Ltd.,ENGINERSIN
Corporation Bank,CORPBANK
Dhanlaxmi Bank Limited,DHANBANK
Gujarat Mineral Development Corpora,GMDCLTD
Blue Information Technology Ltd.,BLINTEC
Gayatri Sugars Ltd.,GAYATRI
Caldyn Aircon Ltd.,CALDYNA
IndusInd Bank Ltd.,INDUSINDBK
India Tourism Development Corporati,ITDC
Aryan Pesticides Ltd.,ARYANPE
State Bank of Travancore,SBT
Tinna Finex Ltd.,TINNAFN
BOB ELSS  95,BOBELSS
Canpep 95 (Units),CNBKPEP
NCL Seccolar Ltd.,NCLSECC
Bhagwati Cottons Ltd.,BHAGCOT
PSI Data Systems Ltd.,PSI
State Bank Of Mysore,MYSOREBANK
Ambuja Cement Eastern Ltd.,AMBCEMES
SBI Magnum Equity Linked Scheme 1995,SBMAGNU
Cyanamid Agro Limited,CYAAGDM
Jammu and Kashmir Bank Ltd.,J&KBANK
City Union Bank Ltd,CUB
Sun Earth Ceramics Ltd.,SUNEARTH
Archies Ltd.,ARCHIES
Inox Leasing & Finance Ltd.,INOXL
Visualsoft Technologies Ltd.,VISUALSOFT
AXIS Bank Ltd.,AXISBANK
HB Stockholdings Ltd.,HBSL
Siel Financial Services Ltd.,SIELFNS
South Indian Bank Ltd.,SOUTHBANK
Energy Development Company Ltd.,ENERGYDEV
Master Value Unit Plan 1998,UTIMVUPDM
Sonata Software Ltd.,SONATSOFTW
"Radico Khaitan Ltd.,",RADKHDM
India Nippon Electricals Ltd,INDNIPPON
SQL Star International Ltd,SQL
Times Bank Ltd,TIMEBDM
Polaris Consulting & Services Limited,POLARIS
Transtream India.com Ltd.,TRANSRIN
Flextronics Software Systems Ltd.,FSS
ACCELYA SOLUTIONS INDIA LIMITED,ACCELYA
ORCHASP LIMITED,ORCHASP
Centurion Bank of Punjab Ltd.,CBOP
Quintegra Solutions Ltd.,QUINTEGRA
Landmarc Leisure Corporation Ltd.,LANDMARC
Syndicate Bank,SYNDIBANK
RSL Industries Ltd.(Direct listing),RSLMDDM
HCL Technologies Ltd,HCLTECH
Castex Technologies Limited,CASTEXTECH
Kaashyap Technologies Limited,KAASHYAP
TCFC Finance Ltd,TCFCFINQ
Geojit Financial Services Limited,GEOJITFSL
Jindal Steel & Power Ltd,JINDALSTEL
Entegra Limited,ENTEGRA
BLB Limited,BLBLIMITED
KDL Biotech Ltd.,KOPDRUGS
Software Technology Group Intl. Ltd.,SOFTTECHGR
Glenmark Pharmaceuticals ltd,GLENMARK
Zenith Infotech Ltd.,ZENITHINFO
Television Eighteen India Ltd.,TV18
Wockhardt Ltd,WOCKPHARMA
Tata Coffee Ltd,TATACOFFEE
Sibar Software Services (India) Ltd.,SIBARSOF
Integrated Hi-tech ltd.,INTEGHIT
KJMC Corporate Advisors (India) Ltd.,KJMCCORP
Ind-Swift Laboratories Ltd.,INDSWFTLAB
Compudyne Winfosystem Ltd.,COMPUDYNE
Melstar Information Technologies Ltd.,MELSTAR
Eonour Software Ltd.,EONOUR
GE Power India Limited,GEPIL
Shree Rama Multi-tech Ltd.,SHREERAMA
Tutis Technologies Limited,TUTIS
Geometric Ltd,GEOMETRIC
Mahindra Lifespace Developers Ltd.,MAHLIFE
Pentagon Global Solutions Ltd,PENTAGLO
GROARC INDUSTRIES INDIA LIMITED,GROARC
S Kumars.com Ltd.,SKUMAR
BOB ELSS 97,BOBEL97
Gemini Communications Ltd.,GEMINI
TVS Finance and Services Ltd.,TVSFIN
Vaarad Ventures Ltd,VAARAD
Zydus Lifesciences Limited,ZYDUSLIFE
Elder Pharmaceuticals Ltd,ELDERPHARM
Shiva Cement Ltd.,SHIVACEM
Cinevista Limited,CINEVISTA
Vital Communications Ltd.,VITALCOMM
Intense Technologies,INTENTECH
Allsoft Corporation Ltd.,ALLSOFT
Rane Brake Linings Ltd.,RANEBRAKE
Danlaw Technologies India Ltd.,DANLAW
Biopac India Corporation Ltd,BIOPAC
Ajanta Pharma Ltd.,AJANTPHARM
Cura Technologies Limited,CURATECH
HB Portfolio Ltd.,HBPOR
HB Estate Developers Ltd.,HBESD
Ambica Agarbathies & Aroma Ind. Ltd.,AMBICAAGAR
Baron Infotech Ltd.,BARONINF
iGATE Global Solutions Ltd.,IGATE
Valuemart Info Technologies Ltd.,VALUEMART
Compucom Software Lt.,COMPUSOFT
Omni Axs Software Ltd.,OMNIAX
IZMO Limited,IZMO
Commex Technology Limited,COMMEXTECH
TVS Motor Company Ltd.,TVSMOTOR
SoftSol India Limited.,SOFTSOL
ALLCARGO GATI LIMITED,ACLGATI
Blue Star Infotech Limited.,BLUESTINFO
Helios & Matheson Information Technology Ltd.,HELIOSMATH
Subex  Ltd,SUBEXLTD
Transport Corporation of India Ltd,TCI
Padmalaya Telefilms Ltd.,PADMALAYAT
Aksh Optifibre Ltd.,AKSHOPTFBR
Kirloskar Multimedia Ltd.,KIRLMU
Sibar Media & Entertainment Ltd.,SIBARMED
Virgo Global Limited,VIRGOGLOB
Picturehouse Media Limited,PICTUREHS
Triveni Engineering & Industries Ltd,TRIVENI
Mukta Arts Ltd.,MUKTAARTS
Tele Data Informatics Ltd.,TELEDATAGL
Hit Kit Global Solutions Ltd,HITKITGLO
Vintage Cards & Creations Ltd.,VINCARDS
Shapre Global Info Services Ltd.,SHAPRDM
Nagpur Power & Industries Ltd,NAGPI
CTIL Limited,CTIL
Cyberscape Multimedia Ltd.,CYBERSC
Dynacons Systems & Solutions Ltd.,DSSL
PNB Gilts Ltd,PNBGILTS
Kanika Infotech Ltd.,KANIKAIN
BRIGHTCOM GROUP LIMITED,BCG
Ramco Industries Ltd,RAMCOIND
Ramco Systems Ltd,RAMCOSYS
Tata Teleservices (Maharashtra) Ltd.,TTML
Virinchi Limited,VIRINCHI
WEP Solutions Ltd,WEPSOLN
Sterlite Technologies Limited.,STLTECH
TIPS MUSIC LIMITED,TIPSMUSIC
MRO-TEK Realty Limited,MRO-TEK
Bathina Technologies (India) Ltd.,BATHINAT
Universal Arts Ltd,UNIVARTS
FIRST FINTEC LIMITED,FIRSTFIN
Baba Arts Ltd,BABA
Indus Networks Ltd.,INDUSNET
Balaji Telefilms Ltd.,BALAJITELE
Vision Organics Ltd,VISIONLTD
Tyche Industries Ltd.,TYCHE
Aztecsoft Limited,AZTECSOFT
California Software Co. Ltd.,CALSOFT
Pritish Nandy Communications Ltd,PNC
Indian Overseas Bank,IOB
Valecha Engineering Ltd.,VALECHAENG
Taj GVK Hotels & Resorts Ltd.,TAJGVK
Opto Circuits (India) Ltd.,OPTOCIRCUI
Creative Eye Ltd.,CREATIVEYE
AXISCADES TECHNOLOGIES LIMITED,AXISCADES
Vantel Technologies Ltd.,VANTEL
KONNDOR INDUSTRIES LIMITED,KONNDOR
Usha Martin Education & Solutions Limited,UMESLTD
Reliance MediaWorks Limited,RELMEDIA
BIRLASOFT LIMITED,BSOFT
Vijaya Bank,VIJAYABANK
USG Tech Solutions Ltd,USGTECH
Fourth Generation Information Systems Ltd,4THGEN
Saven Technologies Ltd.,7TEC
CCS Infotech Ltd.,CCSIN
Avantel Limited,AVANTEL
MOSCHIP TECHNOLOGIES LIMITED,MOSCHIP
Megasoft Ltd.,MEGASOFT
Syngenta India Ltd.,SYGENTA
Transcorp International Ltd.,TRANSCOR
Visesh Infotecnics Ltd.,VISESHINFO
Cerebra Integrated Technologies Ltd.,CEREBRAINT
IKF Technologies Ltd.,IKFTECH
Next Mediaworks Ltd,NEXTMEDIA
e. Star Infotech Ltd.,ESTAR
Andhra Bank,ANDHRABANK
Smartlink Holdings Limited,SMARTLINK
IQ Infotech Ltd.,IQINF
Sequel Soft India Ltd.,SEQSOFT
Godrej Consumer Products Ltd.,GODREJCP
GENUS PRIME INFRA LIMITED,GENUSPRIME
BF Utilities Ltd.,BFUTILITIE
United Spirits Limited,UNITDSPR
Sanmit Infra Limited,SANINFRA
OLECTRA GREENTECH LIMITED,OLECTRA
MPS Limited,MPSLTD
Rainbow Denim Ltd.,RAINBOWDQ
MW Unitexx Limited,MWTEXX
Cera Sanitaryware Ltd.,CERA
T. Spiritual World Ltd.,TSPIRITUAL
Solvay Pharma India Ltd.,DUPHARPH
South Asian Petrochem Ltd,SAPETRO
Bharti Airtel  Ltd.,BHARTIARTL
Shalimar Wires Industries Ltd.,SHALIWIR
Compuage Infocom Ltd,COMPINFO
Gulshan Polyols Ltd.,GULPOLY
FAZE THREE AUTOFAB LIMITED,FAZE3AUTO
Ponni Sugars (Erode) Ltd.,PONNIERODE
Punjab National Bank,PNB
RSL Textiles (India) Ltd.,RSLTEXTIL
Ramco Super Leathers Ltd.,RAMCOSUP
Oracle Financial Services Software Limited,OFSS
Hazoor Multi Projects Limited,HAZOOR
Kama Holdings Limited,KAMAHOLD
Mather & Platt Pumps Ltd.,MPPLQ
Mather & Platt Fire Systems Ltd.,MPFSL
Glofame Cotspin Industries Ltd.,GLOFAME
Aptech Ltd.,APTECHT
Union Bank of India,UNIONBANK
United Breweries Ltd.,UBL
ISMT Limited,ISMTLTD
Allahabad Bank,ALBK
Noida Toll Bridge Company Ltd,NOIDATOLL
Granules India Ltd.,GRANULES
Canara Bank,CANBK
Balmer Lawrie Investments Ltd.,BLIL
Pokarna Ltd.,POKARNA
ECE Industries Ltd.,ECEINDBBPH
Divi's Laboratories Ltd.,DIVISLAB
Arvind Products Ltd,ARVINPRO
Rane Engine Valves Ltd.,RANENGIN
Indo Gulf Fertilisers Limited,INDOGULFFE
Astra Microwave Products Ltd.,ASTRAMICRO
Micro Technologies (India) Ltd.,MICROTECH
Radico Khaitan Ltd.,RADICO
Shriram-City Union Finance Ltd.,SHRIRAMCIT
Maruti Suzuki India  Ltd.,MARUTI
Indo Rama Textiles Limited.,INDORAMTX
Rajapalayam Mills Limited,RAJPALAYAM
Navin Fluorine International Limited,NAVINFLUOR
UCO Bank,UCOBANK
B.A.G. Films & Media Ltd,BAGFILMS
Jindal Stainless Limited,JSL
Suprajit Engineering Ltd.,SUPRAJIT
Excel Crop Care Ltd.,EXCELCROP
Mawana Sugars Ltd.,MAWANA
TVS Electronics Ltd.,TVSELECT
Indraprashtha Gas Ltd.,IGL
T.V.Today Network Limited,TVTODAY
Surya Pharmaceutical Ltd.,SURYAPHARM
Patni Computer Systems Limited,PATNI
Florence Investech Limited,FLORENCE
JK Sugar Limited,JKSUGAR
Palred Technologies Limited,PALREDTEC
PETRONET LNG LTD.,PETRONET
Biocon Ltd.,BIOCON
PTC India Ltd,PTC
Bank of maharashtra,MAHABANK
Dishman Pharmaceuticals & Chemicals Ltd.,DISHMAN
ramkrishna forgings Ltd.,RKFORGE
Datamatics Global Services Limited,DATAMATICS
New Delhi Television Limited,NDTV
STRIDES PHARMA SCIENCE LIMITED,STAR
Jaiprakash Associates Limited,JPASSOCIAT
Avery India Ltd.,AVERYBBPH
Kojam Fininvest Limited,KOJAM
Lumax Automotive Systems Ltd.,LUMAXAUTO
UltraTech Cement Ltd,ULTRACEMCO
UNO Minda Limited,UNOMINDA
Tata Consultancy Services Ltd.,TCS
COFORGE LIMITED,COFORGE
